CustomerID,TypeOfIncident,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,MonthOfIncident
Cust38716,Multi-vehicle Collision,Total Loss,Other,State5,City1,NO,1,3,,54272,5847,7497,40928,1
Cust38717,Multi-vehicle Collision,Total Loss,Other,State7,City1,,1,2,,39506,559,5358,33589,2
Cust38718,Multi-vehicle Collision,Total Loss,Other,State7,City4,,1,3,,59450,8960,10382,40108,1
Cust38719,Multi-vehicle Collision,Total Loss,Other,State5,City1,,1,3,,54591,6240,4670,43681,2
Cust3872,Single Vehicle Collision,Total Loss,Ambulance,State7,City6,NO,0,1,YES,50619,5693,7385,37541,2
Cust38720,Multi-vehicle Collision,Total Loss,Other,State7,City1,,1,2,,41761,1316,6207,34238,2
Cust38721,Multi-vehicle Collision,Total Loss,Other,State7,City1,NO,1,3,,54324,5912,7025,41387,1
Cust38722,Multi-vehicle Collision,Total Loss,Other,State7,City4,,0,3,,55147,6192,10691,38264,1
Cust38723,Multi-vehicle Collision,Total Loss,Other,State5,City1,,1,3,,59212,8807,10400,40005,1
Cust38724,Multi-vehicle Collision,Total Loss,Other,State5,City1,,1,3,,58170,8137,10474,39559,1
Cust38725,Vehicle Theft,Trivial Damage,None,State9,City2,,2,3,NO,4942,447,895,3600,1
Cust38728,Single Vehicle Collision,Total Loss,Ambulance,State9,City2,,2,2,NO,16043,1572,1734,12737,1
Cust38729,Vehicle Theft,Trivial Damage,None,State3,City7,,2,1,NO,2966,326,449,2191,1
Cust3873,Single Vehicle Collision,Total Loss,Ambulance,State6,City5,YES,0,1,YES,55637,6811,6811,42015,2
Cust38730,Vehicle Theft,Trivial Damage,None,State7,City5,,2,1,,2912,247,494,2171,1
Cust38732,Vehicle Theft,Trivial Damage,None,State7,City5,,2,2,NO,3365,292,583,2490,1
Cust38735,Vehicle Theft,Minor Damage,None,State4,City1,NO,0,3,YES,5283,641,641,4001,2
Cust38736,Vehicle Theft,Minor Damage,None,State8,City5,YES,1,1,,7091,1181,1181,4729,2
Cust38737,Vehicle Theft,Minor Damage,None,State8,City1,YES,0,0,YES,8234,1302,1302,5630,2
Cust38738,Vehicle Theft,Minor Damage,None,State8,City5,YES,1,1,YES,7601,1235,1235,5131,2
Cust38739,Vehicle Theft,Minor Damage,None,State8,City5,YES,0,0,YES,8886,1371,1371,6144,2
Cust3874,Single Vehicle Collision,Total Loss,Ambulance,State7,City4,,0,1,,92814,15076,12487,65251,2
Cust38741,Vehicle Theft,Minor Damage,None,State8,City5,YES,0,0,YES,8930,1376,1376,6178,2
Cust38742,Vehicle Theft,Minor Damage,None,State4,City1,YES,1,2,,8030,898,898,6234,1
Cust38744,Vehicle Theft,Minor Damage,None,State5,City7,,2,2,,5043,679,679,3685,2
Cust38745,Parked Car,Minor Damage,None,State9,City7,,2,2,YES,4780,591,591,3598,2
Cust38747,Parked Car,Minor Damage,None,State5,City7,,1,2,YES,5754,916,916,3922,1
Cust38748,Parked Car,Minor Damage,None,State5,City7,,1,2,YES,5833,943,943,3947,2
Cust3875,Single Vehicle Collision,Total Loss,Police,State3,City4,,1,1,YES,69978,13020,6510,50448,1
Cust38750,Parked Car,Minor Damage,None,State5,City1,,0,2,NO,4890,593,593,3704,2
Cust38751,Parked Car,Minor Damage,None,State5,City4,,1,2,YES,5442,813,813,3816,2
Cust38752,Parked Car,Minor Damage,None,State7,City6,YES,0,2,YES,5973,880,1086,4007,2
Cust38754,Parked Car,Minor Damage,None,State7,City6,YES,0,3,YES,7183,673,1306,5204,1
Cust38756,Parked Car,Minor Damage,None,State7,City6,YES,0,3,YES,6918,719,1258,4941,1
Cust38757,Parked Car,Trivial Damage,None,State7,City6,NO,0,1,YES,4511,644,516,3351,2
Cust38758,Parked Car,Trivial Damage,None,State7,City6,NO,0,2,YES,6372,655,1060,4657,1
Cust38759,Parked Car,Trivial Damage,None,State7,City6,NO,0,2,NO,5821,652,899,4270,1
Cust3876,Single Vehicle Collision,Major Damage,Fire,State5,City2,YES,0,1,NO,58098,6432,12863,38803,1
Cust38760,Parked Car,Minor Damage,None,State7,City6,YES,0,1,YES,5518,958,1003,3557,2
Cust38762,Multi-vehicle Collision,Minor Damage,Police,State5,City7,YES,2,0,,70418,10002,13426,46990,1
Cust38763,Multi-vehicle Collision,Minor Damage,Police,State5,City7,NO,2,1,,50783,7316,7316,36151,1
Cust38764,Multi-vehicle Collision,Minor Damage,Police,State5,City7,NO,1,2,,52459,6566,9538,36355,1
Cust38765,Multi-vehicle Collision,Minor Damage,Police,State5,City7,NO,2,1,,58007,9626,9626,38755,1
Cust38766,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City7,NO,1,1,,57765,8821,10503,38441,1
Cust38767,Multi-vehicle Collision,Minor Damage,Police,State5,City1,NO,2,2,,42845,4778,4778,33289,1
Cust3877,Single Vehicle Collision,Total Loss,Fire,State5,City4,YES,0,2,,62811,5353,10707,46751,1
Cust38772,Single Vehicle Collision,Major Damage,Police,State9,City5,NO,0,0,NO,48886,3039,9777,36070,1
Cust38773,Single Vehicle Collision,Major Damage,Ambulance,State9,City3,,0,2,NO,47340,5370,8931,33039,1
Cust38774,Single Vehicle Collision,Major Damage,Police,State7,City6,NO,0,1,NO,57735,432,11547,45756,2
Cust38775,Single Vehicle Collision,Major Damage,Police,State7,City5,NO,0,1,NO,54373,1422,10875,42076,2
Cust38776,Single Vehicle Collision,Minor Damage,Ambulance,State4,City5,NO,1,2,NO,33445,2664,1361,29420,2
Cust38777,Single Vehicle Collision,Major Damage,Ambulance,State9,City5,NO,0,,YES,42615,7510,7772,27333,1
Cust38778,Single Vehicle Collision,Major Damage,Police,State9,City5,,0,1,NO,51637,3425,9985,38227,2
Cust3878,Single Vehicle Collision,Major Damage,Other,State9,City3,,1,0,YES,62335,11782,5891,44662,2
Cust38780,Vehicle Theft,Minor Damage,None,State8,City1,YES,1,3,,4619,639,614,3366,1
Cust38783,Vehicle Theft,Minor Damage,None,State8,City1,YES,1,3,YES,4621,635,622,3364,1
Cust38784,Vehicle Theft,Trivial Damage,None,State5,City1,YES,1,2,,4466,181,952,3333,1
Cust38786,Vehicle Theft,Minor Damage,None,State4,City6,YES,1,2,,7693,769,785,6139,1
Cust38788,Single Vehicle Collision,Major Damage,Other,State5,City2,NO,1,3,NO,63743,9869,9869,44005,1
Cust38789,Single Vehicle Collision,Total Loss,Other,State5,City2,NO,1,3,NO,64874,9284,9284,46306,1
Cust3879,Single Vehicle Collision,Major Damage,Other,State9,City3,,1,0,,61519,11665,5833,44021,2
Cust38790,Single Vehicle Collision,Total Loss,Other,State7,City2,YES,0,3,NO,70113,6954,7524,55635,2
Cust38791,Single Vehicle Collision,Major Damage,Other,State5,City2,NO,0,3,NO,67684,7829,7829,52026,2
Cust38792,Single Vehicle Collision,Total Loss,Other,State5,City6,YES,1,3,NO,72515,7003,9489,56023,2
Cust38794,Single Vehicle Collision,Total Loss,Ambulance,State5,City2,YES,1,3,NO,72372,7000,9372,56000,2
Cust38795,Single Vehicle Collision,Total Loss,Ambulance,State7,City6,YES,1,3,NO,73221,7017,10067,56137,2
Cust38796,Single Vehicle Collision,Minor Damage,Other,State7,City2,YES,0,3,,61760,5636,11036,45088,2
Cust38797,Single Vehicle Collision,Minor Damage,Police,State4,City3,YES,0,0,NO,47332,4962,4962,37408,2
Cust38798,Single Vehicle Collision,Total Loss,Fire,State5,City5,YES,0,0,NO,41695,4730,4730,32235,2
Cust38799,Single Vehicle Collision,Total Loss,Police,State7,City5,YES,0,0,NO,42509,4251,6650,31608,1
Cust3880,Single Vehicle Collision,Major Damage,Police,State9,City4,,2,2,NO,39931,181,7112,32638,2
Cust38801,Single Vehicle Collision,Total Loss,Police,State5,City5,NO,0,0,NO,40898,4090,4565,32243,2
Cust38804,Single Vehicle Collision,Total Loss,Fire,State5,City3,YES,0,0,NO,46216,7302,7302,31612,2
Cust38805,Single Vehicle Collision,Total Loss,Police,State5,City3,YES,0,0,NO,47186,7854,7854,31478,2
Cust38806,Multi-vehicle Collision,Total Loss,Other,State3,City6,NO,2,1,NO,59612,5059,9844,44709,2
Cust38807,Single Vehicle Collision,Minor Damage,Ambulance,State7,City6,NO,1,2,NO,64431,5977,11954,46500,1
Cust38808,Single Vehicle Collision,Minor Damage,Ambulance,State7,City6,NO,1,2,NO,64936,6088,12177,46671,1
Cust38809,Multi-vehicle Collision,Minor Damage,Fire,State7,City6,NO,1,2,NO,53749,5946,7491,40312,2
Cust38811,Single Vehicle Collision,Minor Damage,Fire,State7,City6,NO,2,1,NO,63635,5801,11603,46231,2
Cust38814,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City6,NO,1,2,NO,67766,6712,13425,47629,1
Cust38817,Single Vehicle Collision,Minor Damage,Other,State9,City3,,2,2,NO,78100,8301,13017,56782,1
Cust38818,Single Vehicle Collision,Minor Damage,Other,State9,City6,,2,2,,53827,9760,5028,39039,2
Cust38819,Single Vehicle Collision,Minor Damage,Other,State9,City2,YES,1,3,NO,65914,12243,12243,41428,1
Cust38820,Single Vehicle Collision,Minor Damage,Other,State5,City6,YES,2,3,,64585,10924,9965,43696,1
Cust38821,Single Vehicle Collision,Minor Damage,Other,State9,City2,YES,2,3,NO,66763,11625,11625,43513,1
Cust38822,Single Vehicle Collision,Minor Damage,Other,State8,City6,YES,2,3,NO,66212,12025,12025,42162,1
Cust38823,Single Vehicle Collision,Minor Damage,Other,State5,City6,,2,2,NO,57375,10144,6656,40575,2
Cust38824,Multi-vehicle Collision,Total Loss,Police,State8,City6,YES,1,2,YES,58885,6069,8202,44614,1
Cust38826,Multi-vehicle Collision,Total Loss,Police,State8,City6,YES,2,1,YES,61650,6454,8237,46959,1
Cust38827,Multi-vehicle Collision,Total Loss,Other,State9,City6,,2,3,YES,66232,6713,6713,52806,1
Cust38828,Multi-vehicle Collision,Total Loss,Other,State8,City6,YES,2,1,YES,75621,8415,8383,58823,1
Cust38829,Multi-vehicle Collision,Total Loss,Other,State9,City7,YES,2,3,YES,66688,6795,6795,53098,1
Cust3883,Single Vehicle Collision,Major Damage,Police,State5,City2,YES,1,1,NO,55845,4926,8219,42700,1
Cust38830,Multi-vehicle Collision,Total Loss,Other,State8,City6,,2,2,YES,72425,7824,7824,56777,1
Cust38831,Multi-vehicle Collision,Total Loss,Police,State8,City6,YES,1,2,YES,53980,5385,8142,40453,1
Cust38832,Multi-vehicle Collision,Total Loss,Other,State8,City6,YES,1,0,YES,61075,9416,2653,49006,2
Cust38833,Multi-vehicle Collision,Total Loss,Police,State7,City2,NO,2,0,,60573,7111,7111,46351,1
Cust38836,Multi-vehicle Collision,Total Loss,Police,State7,City3,NO,2,1,YES,54018,8259,8259,37500,2
Cust38837,Multi-vehicle Collision,Major Damage,Police,State7,City5,NO,2,0,NO,63798,6844,6844,50110,1
Cust38838,Multi-vehicle Collision,Major Damage,Police,State5,City2,NO,2,0,YES,67975,6797,10145,51033,1
Cust38839,Multi-vehicle Collision,Total Loss,Fire,State7,City2,NO,2,1,,55099,8069,8069,38961,2
Cust38840,Multi-vehicle Collision,Total Loss,Police,State7,City3,NO,2,0,,62835,6714,6714,49407,1
Cust38841,Multi-vehicle Collision,Major Damage,Police,State7,City3,NO,2,1,,54117,8241,8241,37635,2
Cust38842,Multi-vehicle Collision,Major Damage,Fire,State9,City5,NO,1,2,,85111,13014,13014,59083,1
Cust38843,Multi-vehicle Collision,Major Damage,Police,State9,City4,,1,2,,86457,13370,13370,59717,1
Cust38844,Multi-vehicle Collision,Minor Damage,Other,State9,City6,,1,2,,87394,15306,13085,59003,1
Cust38845,Multi-vehicle Collision,Total Loss,Fire,State7,City4,,1,2,,94565,15689,15689,63187,1
Cust38846,Multi-vehicle Collision,Minor Damage,Fire,State9,City4,,1,2,,81731,12120,12120,57491,1
Cust38847,Multi-vehicle Collision,Total Loss,Fire,State9,City1,,1,2,,94379,15653,15653,63073,1
Cust38848,Multi-vehicle Collision,Minor Damage,Other,State9,City6,,1,3,,75123,14199,9164,51760,2
Cust38849,Multi-vehicle Collision,Total Loss,Fire,State9,City4,,1,2,,90419,14880,14880,60659,1
Cust3885,Multi-vehicle Collision,Major Damage,Other,State4,City7,,1,0,NO,52932,8799,8799,35334,1
Cust38850,Multi-vehicle Collision,Total Loss,Fire,State7,City4,,1,2,,90743,14943,14943,60857,1
Cust38852,Vehicle Theft,Minor Damage,Police,State9,City5,YES,1,1,YES,6497,929,929,4639,2
Cust38853,Vehicle Theft,Minor Damage,Police,State9,City5,YES,0,0,YES,6454,1035,1035,4384,2
Cust38855,Vehicle Theft,Trivial Damage,Police,State9,City5,YES,1,0,,5404,522,494,4388,2
Cust38856,Vehicle Theft,Minor Damage,Police,State9,City4,YES,2,0,,4570,713,440,3417,1
Cust38857,Vehicle Theft,Minor Damage,Police,State9,City5,YES,1,0,,5002,614,468,3920,2
Cust38858,Vehicle Theft,Minor Damage,Police,State9,City5,YES,1,0,YES,6241,819,819,4603,2
Cust38859,Vehicle Theft,Minor Damage,Police,State7,City5,YES,1,0,,6087,829,829,4429,2
Cust3886,Multi-vehicle Collision,Total Loss,Other,State7,City2,YES,1,2,,63807,3496,9724,50587,1
Cust38860,Multi-vehicle Collision,Total Loss,Other,State9,City4,,1,2,NO,35249,3525,7050,24674,1
Cust38862,Multi-vehicle Collision,Total Loss,Police,State7,City4,,0,2,NO,35263,5353,5724,24186,1
Cust38863,Multi-vehicle Collision,Total Loss,Other,State6,City4,,0,2,NO,40890,8169,5211,27510,2
Cust38864,Multi-vehicle Collision,Total Loss,Police,State7,City4,NO,0,2,NO,42248,8848,5087,28313,2
Cust38865,Multi-vehicle Collision,Total Loss,Other,State7,City4,,0,2,NO,43384,9417,4983,28984,2
Cust38866,Multi-vehicle Collision,Total Loss,Other,State9,City4,,1,1,NO,38793,3879,7759,27155,1
Cust38867,Multi-vehicle Collision,Total Loss,Police,State7,City4,NO,0,2,NO,31019,3230,6111,21678,1
Cust38868,Multi-vehicle Collision,Total Loss,Other,State7,City4,NO,0,2,NO,32310,3876,5993,22441,1
Cust38869,Multi-vehicle Collision,Minor Damage,Police,State6,City7,NO,1,0,YES,42765,9438,4752,28575,3
Cust38871,Single Vehicle Collision,Minor Damage,Police,State6,City7,NO,1,1,YES,44835,7740,4637,32458,2
Cust38872,Single Vehicle Collision,Major Damage,Police,State6,City4,YES,1,0,YES,49998,9568,5054,35376,2
Cust38873,Single Vehicle Collision,Minor Damage,Ambulance,State8,City7,NO,1,2,YES,34427,4303,3825,26299,2
Cust38875,Single Vehicle Collision,Major Damage,Police,State6,City4,YES,1,1,YES,38940,5653,4161,29126,2
Cust38876,Multi-vehicle Collision,Minor Damage,Ambulance,State8,City7,YES,1,1,YES,39248,7272,4361,27615,3
Cust38877,Single Vehicle Collision,Minor Damage,Police,State9,City4,NO,1,0,YES,52384,10413,5246,36725,2
Cust38878,Multi-vehicle Collision,Total Loss,Police,State9,City4,,0,1,YES,63325,13533,7036,42756,2
Cust38879,Multi-vehicle Collision,Total Loss,Police,State5,City4,YES,1,1,YES,85270,17252,8626,59392,2
Cust3888,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City7,,1,2,NO,78018,7139,13766,57113,2
Cust38881,Multi-vehicle Collision,Total Loss,Police,State9,City7,,0,2,YES,52720,8461,5858,38401,2
Cust38882,Single Vehicle Collision,Total Loss,Police,State9,City7,,0,1,YES,67109,13045,8815,45249,2
Cust38883,Multi-vehicle Collision,Total Loss,Police,State5,City4,,0,1,YES,66258,14653,7327,44278,2
Cust38884,Single Vehicle Collision,Total Loss,Police,State5,City7,YES,0,1,YES,73394,7443,14603,51348,1
Cust38885,Multi-vehicle Collision,Total Loss,Police,State9,City4,,0,1,YES,64310,14004,7146,43160,2
Cust38886,Single Vehicle Collision,Total Loss,Ambulance,State5,City7,YES,0,1,YES,70050,10423,11524,48103,1
Cust38887,Multi-vehicle Collision,Minor Damage,Fire,State9,City4,,0,1,NO,70522,6892,6892,56738,1
Cust38888,Single Vehicle Collision,Minor Damage,Fire,State9,City7,,0,1,NO,76321,7258,7258,61805,1
Cust3889,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City7,,0,2,YES,62259,8688,8292,45279,2
Cust38892,Single Vehicle Collision,Minor Damage,Fire,State9,City7,NO,0,2,NO,67116,6399,6399,54318,1
Cust38893,Single Vehicle Collision,Minor Damage,Fire,State9,City7,,0,1,NO,71087,6928,6928,57231,1
Cust38894,Multi-vehicle Collision,Minor Damage,Fire,State9,City7,,0,1,NO,73248,7064,7064,59120,1
Cust38896,Multi-vehicle Collision,Major Damage,Fire,State5,City6,YES,0,2,YES,72491,14374,14498,43619,3
Cust38897,Multi-vehicle Collision,Major Damage,Fire,State5,City6,YES,0,1,YES,61684,7867,12337,41480,2
Cust38898,Multi-vehicle Collision,Major Damage,Fire,State5,City6,YES,0,1,,61669,7858,12334,41477,2
Cust38899,Multi-vehicle Collision,Major Damage,Fire,State5,City1,YES,0,2,NO,68535,11361,13707,43467,3
Cust3890,Single Vehicle Collision,Total Loss,Other,State9,City3,,0,2,,59757,6315,8932,44510,1
Cust38900,Multi-vehicle Collision,Major Damage,Fire,State5,City6,YES,0,2,YES,72720,14512,14544,43664,3
Cust38901,Multi-vehicle Collision,Major Damage,Fire,State5,City1,,0,1,YES,61917,6398,12383,43136,2
Cust38902,Multi-vehicle Collision,Major Damage,Fire,State5,City5,YES,0,2,YES,66716,10897,13343,42476,3
Cust38903,Multi-vehicle Collision,Major Damage,Fire,State5,City6,YES,0,1,,63303,8842,12661,41800,2
Cust38904,Multi-vehicle Collision,Major Damage,Ambulance,State5,City7,YES,0,1,YES,68844,9022,9022,50800,2
Cust38905,Vehicle Theft,Trivial Damage,None,State7,City6,,1,0,YES,5598,571,571,4456,1
Cust38906,Vehicle Theft,Trivial Damage,None,State5,City6,,1,2,YES,5057,831,831,3395,1
Cust38907,Vehicle Theft,Trivial Damage,None,State5,City3,,1,0,NO,6053,610,610,4833,1
Cust38908,Parked Car,Trivial Damage,None,State5,City6,,1,2,YES,4800,755,755,3290,1
Cust3891,Single Vehicle Collision,Major Damage,Other,State5,City1,,1,3,,60680,12869,5516,42295,2
Cust38910,Parked Car,Trivial Damage,None,State5,City6,,1,2,YES,4986,810,810,3366,1
Cust38911,Vehicle Theft,Trivial Damage,None,State7,City6,,1,1,YES,3761,414,414,2933,2
Cust38912,Vehicle Theft,Trivial Damage,None,State5,City3,,1,1,YES,3941,501,501,2939,2
Cust38913,Vehicle Theft,Trivial Damage,None,State5,City6,,1,2,YES,4820,761,761,3298,1
Cust38915,Single Vehicle Collision,Major Damage,Other,State5,City2,NO,1,3,NO,64943,9248,9248,46447,1
Cust38917,Single Vehicle Collision,Major Damage,Other,State4,City2,NO,1,2,NO,44118,7353,7353,29412,2
Cust38918,Single Vehicle Collision,Minor Damage,Other,State4,City2,NO,1,2,NO,41141,6857,6857,27427,2
Cust38919,Single Vehicle Collision,Major Damage,Other,State4,City2,NO,1,3,NO,55092,9182,9182,36728,1
Cust3892,Single Vehicle Collision,Major Damage,Other,State5,City7,YES,0,2,YES,66499,8252,13174,45073,2
Cust38920,Single Vehicle Collision,Major Damage,Fire,State5,City2,NO,2,3,NO,67813,12782,8342,46689,2
Cust38921,Single Vehicle Collision,Minor Damage,Other,State5,City2,NO,1,3,NO,58841,9807,9807,39227,1
Cust38922,Single Vehicle Collision,Major Damage,Other,State5,City5,NO,1,3,NO,63102,10649,10253,42200,1
Cust38923,Single Vehicle Collision,Minor Damage,Ambulance,State5,City5,,2,2,YES,64232,12194,6097,45941,2
Cust38924,Single Vehicle Collision,Minor Damage,Ambulance,State5,City5,YES,2,3,,59577,11793,5896,41888,2
Cust38926,Multi-vehicle Collision,Minor Damage,Police,State5,City7,YES,2,1,,68046,12372,8067,47607,2
Cust38927,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City5,YES,2,1,NO,66917,12167,6083,48667,2
Cust38929,Single Vehicle Collision,Minor Damage,Other,State5,City5,YES,2,1,,68081,12526,6263,49292,2
Cust38930,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City5,YES,2,0,,65734,11952,10604,43178,1
Cust38931,Multi-vehicle Collision,Minor Damage,Police,State5,City7,YES,2,1,,68853,12519,7183,49151,2
Cust38932,Single Vehicle Collision,Total Loss,Other,State9,City6,NO,0,1,YES,46472,1483,4999,39990,2
Cust38936,Single Vehicle Collision,Total Loss,Other,State9,City6,NO,1,0,YES,44512,7189,4147,33176,2
Cust38937,Single Vehicle Collision,Total Loss,Other,State9,City5,NO,0,1,YES,49020,6436,4456,38128,2
Cust38938,Single Vehicle Collision,Total Loss,Other,State9,City5,NO,0,1,YES,50855,5823,4623,40409,2
Cust38939,Single Vehicle Collision,Total Loss,Other,State9,City2,NO,1,0,YES,44935,7801,4085,33049,2
Cust3894,Single Vehicle Collision,Total Loss,Other,State5,City4,,0,2,NO,48671,12100,4894,31677,2
Cust38940,Single Vehicle Collision,Minor Damage,Other,State9,City5,NO,1,0,YES,61019,6909,6743,47367,1
Cust38942,Multi-vehicle Collision,Total Loss,Other,State5,City1,NO,1,3,NO,56397,5853,6382,44162,2
Cust38943,Multi-vehicle Collision,Minor Damage,Other,State5,City1,NO,2,3,,55236,6796,581,47859,2
Cust38945,Multi-vehicle Collision,Total Loss,Other,State5,City5,NO,0,3,,57185,5212,10324,41649,2
Cust38946,Multi-vehicle Collision,Total Loss,Other,State5,City1,NO,1,3,,55917,6241,3991,45685,2
Cust38947,Multi-vehicle Collision,Major Damage,Other,State5,City5,NO,0,2,NO,68668,11158,11502,46008,1
Cust38949,Multi-vehicle Collision,Minor Damage,Other,State5,City1,NO,1,3,NO,55651,6458,2658,46535,2
Cust38950,Vehicle Theft,Minor Damage,Police,State9,City2,NO,0,3,NO,4071,703,703,2665,1
Cust38951,Vehicle Theft,Minor Damage,Police,State9,City5,NO,0,2,NO,5012,839,839,3334,2
Cust38952,Vehicle Theft,Minor Damage,Police,State9,City2,,1,3,NO,4879,970,515,3394,2
Cust38954,Vehicle Theft,Trivial Damage,Police,State9,City2,NO,0,3,,4197,589,763,2845,1
Cust38956,Vehicle Theft,Minor Damage,Police,State3,City7,,1,3,NO,4471,877,526,3068,2
Cust38957,Vehicle Theft,Minor Damage,Police,State4,City5,NO,0,3,YES,3529,625,625,2279,1
Cust38958,Vehicle Theft,Minor Damage,None,State3,City2,,1,3,NO,4297,837,530,2930,2
Cust38959,Single Vehicle Collision,Minor Damage,Fire,State5,City3,NO,1,3,YES,89708,17913,8957,62838,1
Cust3896,Multi-vehicle Collision,Minor Damage,Other,State6,City6,,1,2,YES,74924,6920,13841,54163,2
Cust38960,Single Vehicle Collision,Total Loss,Ambulance,State5,City3,YES,1,1,YES,67482,12685,6343,48454,1
Cust38961,Single Vehicle Collision,Total Loss,Fire,State5,City3,YES,1,3,YES,89084,17728,8864,62492,1
Cust38962,Single Vehicle Collision,Total Loss,Ambulance,State9,City4,YES,2,1,YES,63390,12306,6153,44931,1
Cust38963,Single Vehicle Collision,Total Loss,Other,State7,City3,YES,1,0,YES,71397,13258,6629,51510,1
Cust38964,Single Vehicle Collision,Total Loss,Ambulance,State7,City4,YES,2,1,YES,65103,12509,6255,46339,1
Cust38965,Single Vehicle Collision,Total Loss,Other,State7,City3,YES,1,0,YES,73684,13503,6751,53430,1
Cust38966,Single Vehicle Collision,Minor Damage,Other,State7,City3,YES,1,1,YES,81530,15485,7742,58303,1
Cust38967,Single Vehicle Collision,Total Loss,Ambulance,State7,City3,YES,1,1,YES,65054,12366,6183,46505,1
Cust38968,Single Vehicle Collision,Minor Damage,Ambulance,State9,City3,NO,0,1,NO,35729,5713,4293,25723,1
Cust38969,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City4,,0,1,NO,32546,5760,3169,23617,1
Cust3897,Multi-vehicle Collision,Minor Damage,Other,State4,City7,,0,2,YES,60910,5895,11790,43225,2
Cust38970,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City7,NO,1,1,NO,38831,6534,6160,26137,1
Cust38972,Multi-vehicle Collision,Total Loss,Other,State9,City4,NO,0,2,NO,30828,3256,5935,21637,1
Cust38974,Multi-vehicle Collision,Minor Damage,Ambulance,State9,City7,NO,1,1,NO,36635,6322,5023,25290,1
Cust38975,Multi-vehicle Collision,Total Loss,Other,State9,City6,NO,0,2,NO,31527,4275,4809,22443,1
Cust38976,Single Vehicle Collision,Minor Damage,Ambulance,State9,City3,NO,0,1,NO,46955,4878,9148,32929,1
Cust38977,Parked Car,Minor Damage,Police,State8,City1,,1,3,,4401,443,887,3071,1
Cust38978,Vehicle Theft,Minor Damage,Police,State8,City2,,2,0,,7366,1323,700,5343,1
Cust3898,Multi-vehicle Collision,Total Loss,Fire,State7,City2,NO,1,1,NO,60945,5025,9174,46746,1
Cust38980,Vehicle Theft,Minor Damage,Police,State8,City1,,2,3,NO,5935,867,799,4269,1
Cust38981,Vehicle Theft,Minor Damage,Police,State8,City1,,2,0,,7172,1273,709,5190,1
Cust38983,Vehicle Theft,Minor Damage,Police,State8,City1,,2,0,NO,7031,1237,716,5078,1
Cust38984,Vehicle Theft,Minor Damage,Police,State8,City2,,2,1,,5742,908,774,4060,1
Cust38985,Vehicle Theft,Trivial Damage,Police,State8,City1,,2,2,NO,5112,747,803,3562,1
Cust38987,Vehicle Theft,Trivial Damage,Police,State8,City7,YES,1,3,,4892,445,988,3459,1
Cust38988,Parked Car,Trivial Damage,Police,State8,City7,YES,2,3,,5511,501,1326,3684,1
Cust38989,Parked Car,Minor Damage,Police,State8,City7,YES,2,3,,5662,515,1408,3739,1
Cust3899,Multi-vehicle Collision,Major Damage,Fire,State7,City1,NO,2,2,NO,68771,9301,6608,52862,1
Cust38990,Vehicle Theft,Trivial Damage,None,State8,City3,YES,0,1,,3979,653,665,2661,2
Cust38991,Parked Car,Trivial Damage,Police,State8,City3,YES,1,2,,4396,502,779,3115,1
Cust38992,Parked Car,Trivial Damage,Police,State8,City7,YES,1,3,,5060,460,1080,3520,1
Cust38993,Vehicle Theft,Trivial Damage,None,State8,City3,YES,1,2,,4396,501,779,3116,1
Cust38996,Multi-vehicle Collision,Minor Damage,Fire,State6,City2,NO,1,1,,55140,6162,107,48871,1
Cust38998,Multi-vehicle Collision,Total Loss,Police,State4,City3,NO,1,1,NO,55700,5763,3837,46100,2
Cust3900,Multi-vehicle Collision,Major Damage,Other,State8,City2,YES,2,0,NO,72131,7561,7213,57357,2
Cust39003,Multi-vehicle Collision,Minor Damage,Fire,State6,City2,NO,1,1,,54594,6264,594,47736,1
Cust39004,Multi-vehicle Collision,Minor Damage,Police,State4,City7,,2,3,YES,63944,6979,8114,48851,1
Cust39005,Multi-vehicle Collision,Minor Damage,Police,State4,City4,,2,2,YES,60208,9169,7844,43195,1
Cust39006,Multi-vehicle Collision,Minor Damage,Police,State9,City4,,2,3,YES,63881,10849,6829,46203,1
Cust39009,Single Vehicle Collision,Minor Damage,Police,State9,City4,,2,2,YES,59826,8994,7950,42882,1
Cust3901,Single Vehicle Collision,Major Damage,Ambulance,State5,City2,YES,2,0,NO,46358,8119,4249,33990,2
Cust39010,Single Vehicle Collision,Minor Damage,Other,State9,City7,,2,1,YES,54994,6784,9286,38924,1
Cust39011,Multi-vehicle Collision,Minor Damage,Other,State9,City7,,2,2,YES,61876,9932,7383,44561,1
Cust39013,Multi-vehicle Collision,Minor Damage,Other,State7,City7,YES,1,2,,49970,5552,8732,35686,2
Cust39014,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City5,YES,0,2,,80178,8054,8412,63712,2
