CustomerLoyaltyPeriod,Policy_CombinedSingleLimit,Policy_Deductible,PolicyAnnualPremium,UmbrellaLimit,InsuredRelationship,CustomerID,PolicyMonth,PolicyYear
43,250/1000,676,1133.07,0,other-relative,Cust28532,9,1994
96,250/500,500,1199.81,0,unmarried,Cust28535,6,1991
6,250/1000,501,1076.1,0,unmarried,Cust28536,8,1992
147,100/300,1000,1067.69,6000000,own-child,Cust28538,9,1991
73,500/1000,1000,1024.13,6000000,unmarried,Cust28539,4,1995
182,500/1000,1510,949.38,6000000,husband,Cust28541,2,1996
151,500/300,1000,1074.54,6000000,own-child,Cust28542,9,1991
163,100/1000,1390,954.2,6000000,husband,Cust28543,1,1995
134,100/300,1000,1037.13,6000000,unmarried,Cust28544,6,1992
247,100/1000,1936,932.28,6000000,husband,Cust28545,2,1999
354,250/500,2000,1424.18,0,not-in-family,Cust28546,4,1993
360,250/300,2000,1373.64,0,not-in-family,Cust28549,10,1993
358,100/300,2000,1432.99,0,not-in-family,Cust28550,5,1994
317,250/500,2000,1288.41,0,husband,Cust28552,4,2001
311,250/500,2000,1270.3,0,husband,Cust28553,3,2001
356,100/500,2000,1427.79,0,other-relative,Cust28554,4,1993
264,500/1000,977,1240.99,180896,own-child,Cust28556,9,1992
313,500/1000,661,1176.36,2711573,own-child,Cust28558,8,1994
252,100/300,914,1210.22,0,own-child,Cust28559,9,1993
284,500/1000,849,1214.79,1206981,other-relative,Cust28561,9,1993
316,500/1000,646,1173.26,2833022,other-relative,Cust28562,8,1994
261,500/300,999,1245.62,0,own-child,Cust28563,9,1992
310,100/300,2000,1432.9,0,other-relative,Cust28564,3,1991
324,100/300,2000,1418.04,0,other-relative,Cust28565,4,1992
358,100/500,2000,1433.82,0,other-relative,Cust28566,5,1994
336,100/300,2000,1406.47,0,husband,Cust28567,4,1992
320,100/300,2000,1422.7,0,other-relative,Cust28568,3,1991
313,100/300,2000,1429.74,0,husband,Cust28569,3,1991
352,100/500,2000,1418.91,0,not-in-family,Cust28570,4,1993
282,100/300,2000,1460.11,0,husband,Cust28571,3,1991
155,250/300,500,1595.34,521074,unmarried,Cust28574,12,1999
73,250/500,855,1574.08,1163661,wife,Cust28577,7,2010
88,250/500,500,1490.96,3120505,wife,Cust28579,10,2007
95,500/1000,851,1372.89,1188171,wife,Cust28580,11,2008
79,500/1000,662,1417.6,2707340,not-in-family,Cust28581,10,2008
234,500/1000,2000,1134.21,0,husband,Cust28582,9,1996
227,500/1000,2000,1133.3,0,husband,Cust28583,9,1997
255,500/1000,2000,1169.33,0,husband,Cust28584,12,1994
143,500/500,2000,1331.59,0,husband,Cust28586,10,1994
241,500/1000,2000,1185.72,0,not-in-family,Cust28587,12,1994
165,250/500,2000,1301.46,0,husband,Cust28590,10,1994
267,250/500,500,1327.04,0,own-child,Cust28591,8,1997
261,250/500,500,1314.78,0,wife,Cust28593,10,2002
263,500/300,598,1259.91,0,not-in-family,Cust28594,8,1997
242,500/1000,942,1011.24,0,not-in-family,Cust28595,9,1999
265,500/1000,500,1321.55,0,wife,Cust28596,9,1999
239,100/1000,995,972.99,0,not-in-family,Cust28597,9,1999
266,500/1000,500,1325.21,0,wife,Cust28598,9,1998
249,100/1000,828,1093.43,0,not-in-family,Cust28599,9,1998
291,250/300,2000,1234.45,0,unmarried,Cust28600,12,1995
287,250/300,2000,1216.65,0,unmarried,Cust28601,11,1991
285,250/300,2000,1217.59,0,husband,Cust28602,12,1993
293,250/500,2000,1227.97,0,unmarried,Cust28603,11,1991
283,250/300,2000,1213.24,0,husband,Cust28605,11,1993
241,250/500,2000,1253.87,0,unmarried,Cust28606,11,1991
344,250/500,2000,1336.05,0,unmarried,Cust28607,10,1993
289,250/300,2000,1228.55,0,unmarried,Cust28608,12,1994
247,250/1000,667,976.5,0,unmarried,Cust28610,9,1998
143,500/1000,920,1043.31,0,not-in-family,Cust28611,10,2001
241,250/500,717,977.7,0,unmarried,Cust28612,8,1998
227,250/500,500,991.31,0,other-relative,Cust28613,11,1998
248,500/1000,655,976.21,0,unmarried,Cust28614,9,1998
238,250/500,500,985.63,0,unmarried,Cust28615,11,1998
213,250/500,500,998.28,0,other-relative,Cust28616,12,1998
199,500/500,727,1010.81,0,not-in-family,Cust28617,10,1999
257,100/300,2000,1319.15,0,not-in-family,Cust28618,9,1990
324,500/300,2000,1464.88,0,not-in-family,Cust28620,3,1995
264,100/300,2000,1280.54,0,not-in-family,Cust28621,8,1992
314,100/300,2000,1385.61,0,not-in-family,Cust28622,4,1995
331,500/300,2000,1511.64,0,not-in-family,Cust28623,3,1994
275,100/300,2000,1177.74,0,wife,Cust28624,7,1997
306,500/1000,2000,1331.27,0,not-in-family,Cust28626,5,1996
32,250/1000,1000,1077.87,0,wife,Cust28627,7,1993
57,250/500,1000,1097.01,0,wife,Cust28628,5,1998
87,250/500,1000,1126.47,0,not-in-family,Cust28629,4,2003
122,250/500,1000,1219.37,0,own-child,Cust28630,6,2006
148,250/500,606,1339.48,0,not-in-family,Cust28631,6,2010
33,250/1000,1000,1078.92,0,wife,Cust28632,7,1993
98,250/500,1000,1155.8,0,own-child,Cust28633,5,2004
36,250/500,1000,1080.87,0,not-in-family,Cust28635,7,1994
357,250/500,2000,1025.09,0,not-in-family,Cust28636,3,1993
276,250/1000,2000,1081.3,0,not-in-family,Cust28639,2,1992
337,500/1000,2000,1038.61,0,not-in-family,Cust28642,3,1993
233,250/500,2000,984.76,0,wife,Cust28643,6,2005
233,250/500,2000,990.76,0,wife,Cust28644,5,2004
87,100/300,1000,1532.39,0,husband,Cust28646,10,2007
65,250/300,896,1493.63,0,own-child,Cust28647,6,2008
74,100/300,795,1464.91,0,own-child,Cust28648,7,2009
175,250/300,1000,1567.7,0,other-relative,Cust28650,5,2003
97,100/300,546,1393.88,0,own-child,Cust28651,8,2013
146,100/300,1000,1557.05,0,other-relative,Cust28653,5,2004
212,500/1000,1000,1041.79,0,unmarried,Cust28654,6,2000
224,100/300,919,1009.88,0,unmarried,Cust28655,6,1996
212,500/1000,1000,1026.77,0,husband,Cust28656,6,1999
214,500/1000,1000,1103.08,0,unmarried,Cust28658,6,2003
250,250/500,645,1187.17,0,own-child,Cust28659,4,1992
239,100/300,830,1037.94,0,unmarried,Cust28660,6,1995
284,500/300,563,1121.72,0,husband,Cust28661,6,1993
234,250/1000,788,1105.31,0,own-child,Cust28662,5,1994
192,250/500,2000,1153.56,3307697,not-in-family,Cust28663,11,2000
159,500/1000,2000,1384.79,1222865,unmarried,Cust28664,6,2008
149,500/500,2000,1205.97,3658445,not-in-family,Cust28665,10,2003
164,500/1000,2000,1395.61,987682,husband,Cust28666,5,2008
154,500/1000,2000,1371.5,1511741,unmarried,Cust28667,6,2008
195,250/500,2000,1149.22,3278641,unmarried,Cust28668,11,2000
170,250/500,2000,1180.96,3491093,unmarried,Cust28671,11,2002
354,500/1000,500,1405.03,0,wife,Cust28672,10,2002
284,500/1000,762,1396.21,0,wife,Cust28673,11,2005
296,500/300,708,1354.32,0,wife,Cust28674,10,2003
426,500/1000,500,1321.86,0,wife,Cust28675,9,2003
282,100/300,802,1318.43,0,wife,Cust28677,9,2003
455,500/1000,500,1288.67,0,wife,Cust28678,8,2004
436,500/1000,500,1310.1,0,wife,Cust28679,9,2003
268,500/300,896,1282.15,0,wife,Cust28680,9,2004
212,250/500,1565,1535.88,0,other-relative,Cust28682,3,2008
196,100/500,2000,1563.89,0,unmarried,Cust28683,2,2009
203,250/500,1709,1566.31,0,unmarried,Cust28684,3,2008
205,250/500,2000,1499.97,0,unmarried,Cust28686,3,2009
236,500/1000,1430,1500.25,0,unmarried,Cust28687,2,2010
214,250/500,2000,1444.67,0,unmarried,Cust28688,3,2010
245,250/500,1018,1419.8,0,unmarried,Cust28689,4,2007
249,100/1000,500,1352.62,0,husband,Cust28691,6,2005
329,500/1000,500,1385.63,0,unmarried,Cust28692,8,1999
252,500/1000,500,1359.81,0,husband,Cust28693,6,2005
258,100/1000,500,1371.68,0,unmarried,Cust28695,6,2004
268,500/300,500,1392.58,0,husband,Cust28696,6,2002
381,500/1000,500,1359.15,0,unmarried,Cust28698,10,1997
143,250/500,733,1303.86,5000000,own-child,Cust28699,1,1997
150,250/500,500,1072.62,1093356,other-relative,Cust28700,2,1995
138,500/1000,500,1320.82,4844143,own-child,Cust28701,1,1998
138,250/500,500,1151.24,4215586,wife,Cust28702,1,2001
146,250/500,500,1155.88,2213967,own-child,Cust28703,2,1995
143,250/500,743,1301.32,5000000,own-child,Cust28704,1,1997
144,250/500,500,1216.26,3026658,other-relative,Cust28705,1,1996
138,250/500,500,1333.44,4890930,wife,Cust28706,1,1998
220,100/300,1867,1154.87,0,not-in-family,Cust28708,6,2009
209,100/300,936,1157.7,0,wife,Cust28709,6,2014
205,100/300,1000,1145.33,0,not-in-family,Cust28710,6,2012
210,100/300,1163,1138.48,0,husband,Cust28711,6,2013
210,100/300,1108,1137.19,0,not-in-family,Cust28712,6,2013
210,100/300,795,1209.03,0,husband,Cust28713,6,2013
210,100/300,1170,1138.63,0,not-in-family,Cust28714,6,2013
196,100/300,1000,1184.33,0,not-in-family,Cust28715,5,2006
209,100/300,902,1170.25,0,husband,Cust28716,6,2013
211,100/300,737,1389.24,0,not-in-family,Cust28717,10,1991
180,500/500,846,1271.58,0,own-child,Cust28719,10,1991
166,500/1000,1000,1303.19,0,other-relative,Cust28720,9,1992
242,250/500,560,1205.94,0,other-relative,Cust28721,10,1990
191,250/500,818,1363.82,0,not-in-family,Cust28722,10,1991
178,500/500,1000,1300.95,0,other-relative,Cust28723,8,1992
207,500/1000,722,1243.06,0,other-relative,Cust28724,10,1991
160,500/500,941,1293.18,0,own-child,Cust28725,10,1992
8,500/1000,736,1046.43,0,husband,Cust28726,7,2003
111,500/1000,929,991.56,0,other-relative,Cust28728,11,2008
9,100/1000,756,1048.47,0,husband,Cust28729,7,2003
95,500/1000,863,996.25,0,other-relative,Cust28730,11,2008
34,500/1000,610,1014.12,0,other-relative,Cust28731,10,2011
8,100/1000,746,1047.44,0,husband,Cust28732,7,2003
8,100/300,706,1043.27,0,husband,Cust28734,8,2005
289,100/300,1000,1515.21,0,not-in-family,Cust28735,2,1993
259,100/300,1523,1409.42,0,not-in-family,Cust28738,2,1991
249,100/300,1652,1377.6,0,wife,Cust28739,2,1991
261,250/500,1000,1254.19,0,other-relative,Cust28740,6,2005
292,250/500,1000,-1.0,0,wife,Cust28741,3,1995
254,100/300,1586,1393.85,0,wife,Cust28742,2,1991
273,100/300,1326,1458.08,0,not-in-family,Cust28743,2,1992
140,500/1000,1000,1176.7,1657889,not-in-family,Cust28744,10,2004
195,500/1000,1000,1309.87,355895,own-child,Cust28745,12,1994
149,500/1000,1000,1198.25,1447220,not-in-family,Cust28746,11,2003
338,500/300,1858,1364.64,0,unmarried,Cust28747,10,1993
181,500/1000,1000,1340.0,0,not-in-family,Cust28748,11,1993
135,250/1000,1000,1330.09,0,not-in-family,Cust28749,8,1995
143,500/1000,1000,1182.68,1599385,not-in-family,Cust28750,10,2004
137,500/500,1000,1330.68,0,not-in-family,Cust28751,9,1995
335,500/300,1837,1364.19,0,unmarried,Cust28752,10,1993
90,100/300,1000,1349.72,3666453,unmarried,Cust28753,9,1999
93,100/300,752,1368.55,4990533,own-child,Cust28754,9,2000
83,100/300,1000,1435.12,1150437,own-child,Cust28755,8,1997
109,100/300,1000,1323.43,1837977,own-child,Cust28756,8,2003
113,100/300,1000,1319.86,1321239,wife,Cust28757,8,2004
81,100/300,1000,1456.74,513412,unmarried,Cust28759,8,1996
82,100/300,1000,1450.28,703705,own-child,Cust28760,8,1997
86,100/300,1000,1396.14,2298991,own-child,Cust28761,9,1998
440,500/1000,2000,1110.07,0,not-in-family,Cust28764,2,2001
374,500/1000,2000,1434.6,0,own-child,Cust28766,5,1995
390,100/1000,1690,1019.84,0,other-relative,Cust28767,3,2003
409,500/300,1768,1009.18,0,own-child,Cust28768,2,2003
385,250/500,2000,1382.88,0,own-child,Cust28769,4,1996
416,500/500,2000,1226.08,0,not-in-family,Cust28770,3,1999
255,500/500,2000,1239.81,8579218,other-relative,Cust28771,5,2002
256,100/300,2000,1185.23,9326192,other-relative,Cust28772,4,2004
256,250/500,2000,1185.67,9246544,other-relative,Cust28773,4,2003
237,500/500,2000,1225.49,8447953,other-relative,Cust28775,4,2000
214,250/1000,2000,1262.88,7129849,other-relative,Cust28776,4,1996
205,250/500,2000,1278.47,6580307,unmarried,Cust28778,5,1995
212,250/500,2000,1207.3,5377997,wife,Cust28779,9,1996
239,500/500,500,1170.33,0,not-in-family,Cust28780,7,2001
224,500/500,500,1127.55,0,not-in-family,Cust28782,5,1999
266,100/1000,500,1223.49,0,own-child,Cust28783,8,2003
267,500/500,500,1183.69,0,not-in-family,Cust28785,8,2003
222,500/500,500,1124.7,0,not-in-family,Cust28786,5,1999
242,500/1000,500,1435.45,0,own-child,Cust28787,11,2004
73,100/300,797,1467.36,0,wife,Cust28789,7,2012
64,100/300,839,1470.86,0,wife,Cust28790,7,2011
145,500/1000,500,1442.85,0,wife,Cust28793,3,2014
184,100/300,500,1457.69,0,own-child,Cust28794,5,2013
166,250/500,885,1313.26,0,unmarried,Cust28795,7,2009
207,100/1000,500,1466.47,0,own-child,Cust28796,7,2012
109,100/300,644,1454.46,0,not-in-family,Cust28797,5,2013
147,100/1000,2000,1270.72,0,own-child,Cust28798,12,1993
12,100/300,2000,1382.74,0,own-child,Cust28800,12,1995
155,100/1000,2000,1190.17,0,own-child,Cust28801,8,1997
131,500/1000,2000,1237.96,0,own-child,Cust28802,12,1998
150,500/300,2000,1238.65,0,husband,Cust28804,10,1995
51,250/500,2000,1352.1,0,husband,Cust28805,12,1994
154,500/1000,2000,1196.48,0,own-child,Cust28806,8,1997
117,250/500,500,974.89,0,wife,Cust28807,7,2002
113,250/500,500,1002.0,0,husband,Cust28809,7,2001
92,500/1000,500,1107.58,689709,wife,Cust28810,9,1999
154,500/1000,956,910.2,0,wife,Cust28812,8,1998
152,250/1000,937,917.14,0,wife,Cust28815,8,1998
45,100/300,905,1024.66,0,other-relative,Cust28818,6,2004
65,100/300,500,1101.64,0,other-relative,Cust28819,3,2007
74,100/300,500,1080.73,0,other-relative,Cust28820,2,2006
164,100/1000,500,1358.05,0,own-child,Cust28821,6,2010
60,100/300,522,1106.95,0,wife,Cust28822,3,2007
160,100/1000,500,1348.76,0,own-child,Cust28824,6,2010
221,500/300,1000,1526.57,0,other-relative,Cust28825,5,1991
250,250/1000,645,1358.74,0,own-child,Cust28826,3,1990
220,250/500,923,1528.56,0,own-child,Cust28830,4,1991
206,100/1000,1000,1533.9,0,own-child,Cust28832,4,1992
236,500/500,777,1439.51,0,own-child,Cust28833,4,1991
93,250/500,1000,1095.78,0,unmarried,Cust28834,3,1998
96,250/500,1000,1094.3,0,unmarried,Cust28835,4,1998
81,250/500,1000,1116.96,0,not-in-family,Cust28836,4,2002
73,250/500,1000,1108.11,0,husband,Cust28837,3,1996
62,250/500,1000,1115.36,0,unmarried,Cust28838,3,1995
47,250/1000,1000,1147.82,0,unmarried,Cust28841,2,1999
84,250/500,1000,1101.17,0,husband,Cust28842,3,1997
120,500/1000,2000,1164.26,0,not-in-family,Cust28843,10,2004
161,500/1000,2000,1125.65,0,not-in-family,Cust28844,5,2000
106,250/1000,2000,1179.91,0,husband,Cust28847,12,2005
140,100/300,1444,-1.0,0,wife,Cust28848,11,2010
63,250/500,2000,1267.5,0,husband,Cust28849,12,2001
50,250/1000,2000,1293.46,0,not-in-family,Cust28850,12,2000
128,500/1000,1648,1143.36,0,wife,Cust28851,11,2008
359,250/500,500,922.35,0,own-child,Cust28852,10,2002
269,100/300,902,855.33,0,unmarried,Cust28853,10,2000
298,250/500,500,861.07,0,own-child,Cust28854,3,1998
300,100/300,500,838.79,0,own-child,Cust28855,6,1999
301,100/500,500,815.36,0,own-child,Cust28856,9,2000
290,100/300,656,817.27,0,unmarried,Cust28858,11,2001
302,100/500,500,800.37,0,own-child,Cust28859,11,2001
190,500/1000,1000,1107.01,0,not-in-family,Cust28861,7,2003
149,100/1000,852,1079.87,0,not-in-family,Cust28862,10,2002
181,250/1000,662,1018.07,0,not-in-family,Cust28863,11,1999
145,500/300,871,1076.81,0,not-in-family,Cust28864,10,2002
196,500/500,580,1008.62,0,not-in-family,Cust28865,12,1998
123,500/1000,1000,1058.55,0,not-in-family,Cust28866,10,2001
195,100/300,620,1116.19,0,not-in-family,Cust28868,10,2005
191,500/1000,1000,1107.99,0,not-in-family,Cust28869,7,2003
148,250/500,2000,1257.06,6054531,other-relative,Cust28870,10,1994
217,250/500,2000,1280.37,6972476,other-relative,Cust28872,4,2007
184,250/1000,2000,1269.19,6532216,unmarried,Cust28873,7,2000
170,250/1000,2000,1264.39,6342974,unmarried,Cust28874,8,1998
206,500/1000,2000,1276.82,6832773,other-relative,Cust28875,5,2005
165,250/500,2000,1262.86,6282932,unmarried,Cust28877,8,1997
209,250/500,2000,1277.77,6870224,unmarried,Cust28878,5,2005
160,100/300,509,1181.47,6000000,unmarried,Cust28879,3,2004
107,100/300,675,1230.88,6000000,unmarried,Cust28880,5,2001
184,250/1000,577,1172.7,6000000,own-child,Cust28881,3,2004
175,250/1000,746,1293.71,5507712,own-child,Cust28883,5,2008
206,250/1000,659,1166.05,6000000,own-child,Cust28884,4,2005
163,250/1000,502,1179.93,5995796,not-in-family,Cust28885,3,2004
166,250/500,558,1206.14,5883377,own-child,Cust28886,4,2005
166,250/1000,559,1206.53,5881692,own-child,Cust28887,4,2005
312,250/500,797,1675.31,0,husband,Cust28888,7,2014
431,250/1000,969,1366.87,0,own-child,Cust28889,8,2010
389,250/1000,723,1590.31,0,own-child,Cust28890,7,2012
298,500/1000,903,1632.82,0,wife,Cust28891,7,2014
355,500/1000,515,1779.46,0,own-child,Cust28892,7,2013
436,250/1000,998,1340.55,0,wife,Cust28896,8,2010
108,100/300,825,1025.23,0,husband,Cust28897,7,2006
33,100/300,663,1042.9,0,other-relative,Cust28900,9,2013
39,100/1000,559,1024.19,237212,own-child,Cust28901,8,2013
84,100/300,729,1020.21,0,other-relative,Cust28902,7,2008
28,250/500,526,1013.8,0,wife,Cust28903,8,2014
48,100/300,583,1012.7,0,husband,Cust28904,8,2012
229,100/300,500,1406.73,0,other-relative,Cust28906,6,1990
305,100/300,758,1481.76,0,husband,Cust28907,7,1990
215,100/300,500,1414.82,0,husband,Cust28908,6,1991
178,250/300,500,1457.18,0,husband,Cust28910,3,1991
289,500/1000,697,1461.54,0,husband,Cust28911,6,1990
131,250/500,500,1504.05,0,other-relative,Cust28912,1,1992
229,100/300,500,1404.19,0,husband,Cust28914,6,1990
65,100/300,684,1277.23,5368412,unmarried,Cust28915,3,2008
94,500/300,846,1167.15,5691405,husband,Cust28918,3,2007
88,250/300,500,1403.67,3476888,husband,Cust28920,3,2009
54,100/300,500,1326.79,3709227,husband,Cust28921,7,2006
41,100/300,500,1372.48,4485348,husband,Cust28922,5,2007
43,100/300,500,1366.99,4392080,unmarried,Cust28923,5,2007
59,100/300,739,1442.62,0,own-child,Cust28924,8,1997
104,500/1000,534,1319.28,0,not-in-family,Cust28925,7,1996
97,500/1000,732,1369.64,0,not-in-family,Cust28927,7,1994
92,500/300,897,1411.64,0,husband,Cust28928,8,1993
87,100/300,1000,1440.4,0,husband,Cust28929,8,1992
92,500/1000,889,1409.78,0,not-in-family,Cust28930,8,1993
91,500/300,909,1414.79,0,not-in-family,Cust28931,8,1993
100,100/300,650,1349.01,0,husband,Cust28932,7,1995
114,500/500,692,1266.08,0,unmarried,Cust28933,7,1991
114,500/1000,752,1284.6,0,not-in-family,Cust28934,8,1996
121,500/1000,618,1268.81,0,unmarried,Cust28935,7,1999
122,500/1000,589,1265.45,0,not-in-family,Cust28936,7,2000
118,250/1000,589,1250.27,0,husband,Cust28937,7,1991
101,500/1000,1000,1339.69,0,husband,Cust28938,9,1991
110,500/1000,835,1294.32,0,not-in-family,Cust28940,8,1995
41,250/500,500,1427.85,0,husband,Cust28942,9,2012
24,100/500,500,1471.64,0,own-child,Cust28943,9,2008
69,250/500,500,1355.71,0,husband,Cust28945,8,2012
23,500/1000,500,1483.87,0,wife,Cust28946,8,2008
26,100/500,500,1465.33,0,husband,Cust28947,9,2007
24,500/1000,500,1484.29,0,wife,Cust28948,8,2007
24,500/500,500,1484.7,0,husband,Cust28949,7,2007
165,100/300,2000,1166.18,0,not-in-family,Cust28951,8,2010
87,500/1000,1245,1336.5,0,husband,Cust28953,12,2011
76,250/1000,1024,1384.62,0,not-in-family,Cust28954,12,2011
184,250/500,2000,1163.38,0,not-in-family,Cust28955,8,2010
164,250/500,2000,1245.78,0,not-in-family,Cust28956,10,2010
119,250/1000,1865,1201.11,0,husband,Cust28957,10,2012
219,250/500,2000,1158.33,0,not-in-family,Cust28958,6,2008
82,500/500,1133,1360.88,0,not-in-family,Cust28959,12,2011
251,500/1000,2000,1306.37,0,husband,Cust28962,1,2013
157,500/1000,1511,1277.21,0,not-in-family,Cust28964,3,2010
226,500/1000,2000,1217.17,0,not-in-family,Cust28967,1,2011
250,100/300,2000,1302.71,0,not-in-family,Cust28968,1,2013
45,250/500,911,1047.09,0,not-in-family,Cust28969,3,1994
51,250/300,839,1069.73,0,not-in-family,Cust28970,3,1994
92,500/1000,500,1159.73,0,husband,Cust28971,3,1992
131,100/1000,500,1114.55,0,husband,Cust28972,5,1991
66,250/300,844,1134.09,0,husband,Cust28973,3,1994
112,100/1000,500,1136.24,0,husband,Cust28974,4,1991
131,500/300,500,1113.57,0,husband,Cust28976,5,1991
263,500/500,500,1571.15,5402761,own-child,Cust28978,12,1995
283,100/300,500,1351.7,6164980,other-relative,Cust28979,7,1999
323,100/300,500,1492.73,9000000,own-child,Cust28980,10,1998
249,500/1000,500,1529.27,9000000,own-child,Cust28982,9,2003
241,500/1000,500,1533.2,9000000,own-child,Cust28985,9,2004
302,100/300,500,1502.86,9000000,own-child,Cust28986,10,1999
242,500/1000,1208,1327.27,0,other-relative,Cust28987,8,1996
164,100/1000,2000,1451.87,0,other-relative,Cust28988,10,1997
173,500/1000,2000,1419.26,0,wife,Cust28989,10,1998
219,500/1000,1442,1364.64,0,not-in-family,Cust28990,8,1996
186,100/1000,2000,1375.9,0,other-relative,Cust28991,11,2000
204,500/1000,1595,1389.12,0,other-relative,Cust28992,9,1997
186,100/1000,2000,1376.89,0,other-relative,Cust28993,11,2000
183,500/300,2000,1451.54,0,other-relative,Cust28995,10,1999
367,250/300,2000,1068.48,0,own-child,Cust28996,8,2006
274,100/300,2000,1125.25,0,unmarried,Cust28998,8,2012
317,500/1000,2000,993.79,0,own-child,Cust28999,8,2012
392,500/300,2000,766.92,0,unmarried,Cust29001,8,2010
379,250/300,2000,968.21,0,own-child,Cust29002,8,2007
390,100/500,2000,874.31,0,husband,Cust29004,8,2008
218,100/300,500,914.74,0,unmarried,Cust29005,12,2013
189,500/300,500,1141.79,0,other-relative,Cust29007,12,2013
103,100/300,500,1157.86,0,wife,Cust29008,10,2011
219,100/300,679,1026.37,0,unmarried,Cust29009,12,2013
222,100/300,999,1226.29,0,wife,Cust29010,12,2012
191,500/300,500,1131.3,0,other-relative,Cust29011,12,2013
186,100/300,500,982.75,0,wife,Cust29012,11,2012
133,500/300,672,1385.84,0,other-relative,Cust29015,2,2015
71,500/1000,898,1534.08,0,other-relative,Cust29016,3,2014
35,250/1000,835,1562.04,0,husband,Cust29019,5,2013
52,100/1000,966,1579.17,0,wife,Cust29021,3,2014
138,100/300,655,1374.15,0,other-relative,Cust29022,2,2015
115,500/1000,1000,1038.81,6000000,not-in-family,Cust29023,5,2000
103,500/1000,1000,1090.96,6000000,unmarried,Cust29024,9,1994
87,500/1000,1000,1058.19,6000000,unmarried,Cust29027,6,1999
54,500/1000,1285,1142.41,5430462,unmarried,Cust29028,8,2000
110,500/1000,1000,1090.33,6000000,unmarried,Cust29029,9,1993
69,500/300,1000,1070.94,6000000,unmarried,Cust29030,7,1998
36,500/1000,1000,1096.57,6000000,unmarried,Cust29031,8,1997
136,250/500,2000,1328.38,0,husband,Cust29032,10,1995
123,500/1000,2000,1093.52,0,not-in-family,Cust29033,11,2007
129,250/500,2000,1145.78,0,husband,Cust29034,11,2004
110,100/300,2000,1166.83,0,not-in-family,Cust29035,12,2005
116,500/1000,2000,1132.4,0,not-in-family,Cust29036,12,2006
115,500/300,1401,1233.82,0,not-in-family,Cust29038,12,2007
132,250/500,2000,1211.76,0,husband,Cust29040,10,2000
288,500/1000,569,1366.8,0,other-relative,Cust29041,8,1995
292,250/1000,582,1373.72,0,other-relative,Cust29042,8,1995
430,250/500,1000,1437.18,1552554,other-relative,Cust29043,7,1996
317,250/1000,670,1420.59,0,wife,Cust29046,8,1995
287,100/500,1000,1713.26,0,other-relative,Cust29047,6,1993
176,250/500,501,1365.02,4002965,unmarried,Cust29050,11,2010
193,250/300,669,1315.68,4337216,not-in-family,Cust29052,11,2007
179,100/300,531,1356.36,4061627,not-in-family,Cust29053,11,2009
190,100/300,1692,1260.0,1539337,not-in-family,Cust29054,11,2003
179,100/300,534,1355.48,4067606,not-in-family,Cust29055,11,2009
224,250/500,985,1222.3,4969767,not-in-family,Cust29056,12,2000
226,100/300,1000,1219.15,5016152,other-relative,Cust29057,12,2000
103,250/300,1510,1194.42,0,not-in-family,Cust29059,9,2004
91,250/500,1591,1181.74,0,unmarried,Cust29061,9,2004
77,100/300,2000,1165.73,0,not-in-family,Cust29063,9,2003
70,250/300,1746,1157.31,0,unmarried,Cust29064,9,2003
39,100/300,1257,1033.28,0,wife,Cust29067,8,2003
142,250/500,2000,1250.23,5138169,unmarried,Cust29068,5,1997
217,250/1000,1511,1286.03,5511044,unmarried,Cust29069,6,1992
94,250/1000,2000,1209.15,4346290,unmarried,Cust29070,4,2001
261,500/500,2000,1186.99,9805227,other-relative,Cust29071,3,2004
100,250/1000,2000,1214.36,4446765,not-in-family,Cust29072,4,2001
135,500/1000,2000,1244.25,5022884,not-in-family,Cust29073,5,1998
206,250/1000,1751,1290.41,5751376,unmarried,Cust29074,6,1992
96,250/1000,2000,1210.42,4370758,unmarried,Cust29075,4,2001
230,500/500,2000,1237.16,8036463,unmarried,Cust29076,4,1999
233,100/500,1000,-1.0,0,own-child,Cust29077,11,2004
279,500/500,612,1183.27,0,own-child,Cust29078,9,1991
329,500/1000,854,1163.88,0,own-child,Cust29079,8,1994
382,500/1000,1556,1065.0,0,not-in-family,Cust29080,5,1994
356,500/500,982,1153.56,0,not-in-family,Cust29081,7,1996
270,500/1000,570,1186.66,0,not-in-family,Cust29082,10,1991
349,250/500,949,1156.24,0,not-in-family,Cust29083,7,1995
357,100/500,1000,1149.06,0,own-child,Cust29085,7,1996
296,100/300,1259,1459.72,0,other-relative,Cust29086,12,1995
290,100/300,1697,1490.96,0,other-relative,Cust29087,11,1994
297,100/300,1000,1339.85,0,unmarried,Cust29088,10,1993
297,100/300,1000,1337.07,0,wife,Cust29090,10,1993
297,100/300,1000,1402.65,0,other-relative,Cust29092,11,1994
298,100/300,1000,-1.0,0,unmarried,Cust29094,11,1994
184,100/300,2000,1231.82,0,other-relative,Cust29095,2,2011
164,500/300,2000,1232.93,0,not-in-family,Cust29097,3,2012
172,500/1000,2000,1229.67,0,other-relative,Cust29099,3,2012
168,100/300,2000,1232.7,0,not-in-family,Cust29100,3,2012
186,100/1000,2000,1231.69,0,not-in-family,Cust29101,1,2011
232,250/500,2000,1225.49,0,husband,Cust29102,3,2007
164,100/300,2000,1232.97,0,not-in-family,Cust29103,3,2012
287,100/300,500,1122.93,6438833,wife,Cust29105,4,2010
256,100/300,500,1013.61,6813158,husband,Cust29106,3,2006
