CustomerID,VehicleModel,VehicleMake,VehicleYOM
Cust15123,Passat,Chevrolet,3
Cust7988,Tahoe,Chevrolet,0
Cust30154,Corolla,Toyota,2
Cust27916,F150,Ford,1
Cust22101,Passat,Accura,2
Cust34263,92x,Nissan,1
Cust32119,Passat,Honda,0
Cust24622,Escape,Chevrolet,1
Cust16917,Forrestor,Jeep,1
Cust3303,Fusion,Dodge,2
Cust13902,Tahoe,Volkswagen,3
Cust25295,Legacy,Suburu,3
Cust28643,Tahoe,Chevrolet,2
Cust6501,Neon,Dodge,1
Cust6696,Camry,Dodge,2
Cust5610,F150,Ford,2
Cust18183,92x,Audi,0
Cust22032,A3,Mercedes,1
Cust5475,Wrangler,Jeep,2
Cust2197,Maxima,Jeep,3
Cust7924,Malibu,Chevrolet,3
Cust21030,Civic,Mercedes,1
Cust13845,Pathfinder,Nissan,3
Cust8236,ML350,Mercedes,1
Cust23847,MDX,Accura,0
Cust21445,95,Chevrolet,0
Cust21027,Silverado,Nissan,1
Cust31206,Malibu,Volkswagen,1
Cust18491,Legacy,BMW,2
Cust1462,Accord,Honda,1
Cust24548,92x,Saab,2
Cust8480,ML350,Mercedes,3
Cust16976,Civic,Honda,3
Cust28673,ML350,Suburu,1
Cust35725,Forrestor,Suburu,1
Cust3200,Maxima,Nissan,0
Cust21417,Jetta,Volkswagen,2
Cust25205,Ultima,Suburu,2
Cust30238,Legacy,Suburu,0
Cust13881,Forrestor,Jeep,0
Cust7056,E400,Toyota,2
Cust16895,X5,BMW,1
Cust2847,Maxima,Toyota,2
Cust34678,CRV,Honda,1
Cust39410,Highlander,Toyota,3
Cust3481,Highlander,Jeep,2
Cust15554,Forrestor,Suburu,0
Cust20118,Escape,Ford,0
Cust39258,3 Series,,0
Cust16065,Civic,Suburu,1
Cust20656,Fusion,Ford,2
Cust9138,Civic,BMW,1
Cust31643,A5,Jeep,2
Cust25340,Camry,Saab,2
Cust18017,RAM,Ford,2
Cust32678,Accord,Honda,2
Cust15216,F150,Ford,3
Cust31430,Passat,Mercedes,2
Cust5256,F150,Ford,0
Cust14859,A3,Dodge,2
Cust9965,A3,Mercedes,2
Cust36095,Malibu,Honda,2
Cust33872,Legacy,Chevrolet,0
Cust9773,RSX,Nissan,1
Cust9861,E400,Mercedes,3
Cust15310,93,Saab,3
Cust2819,Legacy,Suburu,0
Cust15871,Wrangler,Jeep,1
Cust31796,Wrangler,Jeep,2
Cust7103,Silverado,Chevrolet,2
Cust12569,RAM,Dodge,0
Cust26333,Camry,Ford,2
Cust8881,F150,Ford,2
Cust26707,Fusion,BMW,1
Cust13616,E400,Volkswagen,2
Cust1840,Neon,Dodge,3
Cust1907,X5,BMW,3
Cust1191,Passat,Volkswagen,2
Cust30831,RAM,Ford,1
Cust36820,Tahoe,Dodge,2
Cust29998,A3,Dodge,2
Cust31586,MDX,Accura,2
Cust26862,Ultima,Nissan,1
Cust7011,Highlander,Nissan,3
Cust30264,Jetta,Volkswagen,2
Cust11163,X6,BMW,2
Cust32559,Neon,Accura,1
Cust21233,Ultima,Saab,0
Cust17321,93,Suburu,1
Cust23638,92x,Saab,3
Cust4035,RAM,Dodge,2
Cust3684,RAM,Dodge,0
Cust39393,TL,Accura,0
Cust32236,Neon,Honda,1
Cust23381,A5,Mercedes,2
Cust25457,Wrangler,Jeep,3
Cust33399,Malibu,Chevrolet,3
Cust30370,Wrangler,Jeep,2
Cust37875,M5,BMW,3
Cust25246,Passat,Volkswagen,2
Cust16769,M5,BMW,0
Cust32375,A3,Audi,3
Cust8871,Passat,Volkswagen,2
Cust33445,93,Saab,3
Cust36821,Tahoe,Chevrolet,1
Cust14249,A5,Dodge,3
Cust6894,Jetta,Volkswagen,2
Cust6476,Fusion,Ford,3
Cust34259,Highlander,Suburu,2
Cust9836,Grand Cherokee,Volkswagen,1
Cust5205,Grand Cherokee,Jeep,2
Cust2138,MDX,Honda,2
Cust15475,Pathfinder,Audi,3
Cust34076,M5,BMW,2
Cust6477,Jetta,Jeep,1
Cust28186,E400,Suburu,1
Cust5186,Civic,Honda,0
Cust22839,Grand Cherokee,Jeep,0
Cust27947,3 Series,BMW,3
Cust1383,Ultima,Nissan,1
Cust31686,RAM,Nissan,0
Cust7260,Highlander,Toyota,1
Cust25865,RSX,Accura,0
Cust9992,Impreza,Ford,0
Cust3607,Accord,Ford,1
Cust25656,92x,Saab,1
Cust25810,Silverado,Chevrolet,0
Cust33599,X5,BMW,2
Cust9328,M5,BMW,3
Cust28328,Camry,Saab,0
Cust19327,Camry,BMW,0
Cust30221,Ultima,Chevrolet,2
Cust36610,Fusion,Ford,2
Cust13617,Legacy,Nissan,3
Cust16756,Highlander,Toyota,2
Cust39310,Escape,Ford,1
Cust5851,Fusion,Ford,1
Cust14120,Malibu,Ford,3
Cust16809,C300,Audi,0
Cust30833,M5,Accura,2
Cust19439,MDX,Volkswagen,1
Cust9673,X5,BMW,3
Cust16497,Tahoe,Chevrolet,0
Cust37983,Malibu,Chevrolet,3
Cust6304,C300,Mercedes,1
Cust30704,Forrestor,Mercedes,0
Cust33755,Escape,Ford,0
Cust16664,Silverado,BMW,3
Cust1821,A5,Audi,0
Cust17858,3 Series,BMW,1
Cust27939,X6,BMW,0
Cust25049,RAM,Dodge,0
Cust23772,Neon,BMW,2
Cust6186,F150,Ford,2
Cust9512,A3,Audi,1
Cust22116,X6,BMW,0
Cust7075,F150,Ford,2
Cust27257,Impreza,Accura,3
Cust30458,Passat,Dodge,0
Cust14177,Neon,Dodge,1
Cust11745,TL,Honda,3
Cust34682,Tahoe,Honda,1
Cust2882,Fusion,Ford,3
Cust28449,Corolla,Toyota,0
Cust19205,Passat,Toyota,1
Cust31464,95,Audi,0
Cust15281,Malibu,BMW,2
Cust2259,Tahoe,Chevrolet,2
Cust24904,Neon,Dodge,2
Cust28947,93,Suburu,1
Cust1156,A5,Audi,0
Cust28456,RAM,Suburu,1
Cust28812,RAM,Dodge,0
Cust4879,X6,Saab,0
Cust23616,Jetta,Volkswagen,2
Cust22678,F150,Ford,2
Cust35565,92x,Honda,3
Cust22359,Passat,Volkswagen,2
Cust5436,Fusion,Mercedes,3
Cust17661,E400,Dodge,0
Cust22719,RAM,Dodge,2
Cust23093,RAM,Honda,3
Cust12206,Grand Cherokee,Jeep,2
Cust25664,Wrangler,Jeep,2
Cust4895,Jetta,Volkswagen,2
Cust34320,95,Nissan,1
Cust33860,Jetta,Honda,1
Cust14874,TL,Dodge,1
Cust6416,Highlander,Ford,1
Cust12291,CRV,Nissan,3
Cust24608,RAM,Dodge,0
Cust25824,Camry,Saab,3
Cust32714,E400,Accura,2
Cust24387,Highlander,Chevrolet,3
Cust17726,RAM,Dodge,2
Cust9779,X5,Chevrolet,0
Cust30257,Jetta,Volkswagen,2
Cust24554,ML350,Mercedes,1
Cust22903,A5,Audi,3
Cust27983,Forrestor,Suburu,0
Cust9979,Escape,Ford,1
Cust21847,Maxima,Accura,1
Cust20842,Legacy,Suburu,0
Cust19423,Maxima,Volkswagen,3
Cust35378,RAM,Chevrolet,2
Cust30924,Jetta,Volkswagen,2
Cust26118,TL,Accura,3
Cust5389,A5,Suburu,3
Cust37326,Passat,Volkswagen,2
Cust21331,Highlander,Chevrolet,2
Cust32778,F150,Ford,2
Cust25684,Silverado,Chevrolet,1
Cust14219,F150,BMW,3
Cust18157,Civic,Honda,0
Cust31716,Camry,Toyota,1
Cust29042,Forrestor,Suburu,2
Cust1719,A3,Audi,1
Cust13187,Jetta,Audi,2
Cust34369,95,Saab,0
Cust29390,Impreza,Suburu,1
Cust37103,A5,Audi,1
Cust33448,93,Saab,2
Cust11833,Impreza,Suburu,3
Cust25728,TL,Honda,1
Cust1713,92x,Saab,3
Cust12163,Passat,Volkswagen,2
Cust1564,RAM,Dodge,0
Cust20901,3 Series,Dodge,1
Cust27519,92x,Toyota,1
Cust24342,MDX,Volkswagen,2
Cust25741,Grand Cherokee,Accura,0
Cust13637,Neon,Dodge,1
Cust31557,Camry,Toyota,2
Cust24454,E400,Mercedes,1
Cust31045,C300,Accura,3
Cust5906,Highlander,Accura,3
Cust4421,Malibu,Chevrolet,2
Cust26751,Impreza,Suburu,1
Cust16214,A5,Audi,3
Cust5335,TL,Accura,0
Cust7568,RAM,Dodge,2
Cust36472,Malibu,Audi,2
Cust6861,X6,BMW,2
Cust3450,92x,Saab,0
Cust15135,Ultima,Nissan,3
Cust1778,Neon,Dodge,1
Cust3838,MDX,Dodge,0
Cust8752,X5,BMW,0
Cust6582,RAM,Dodge,2
Cust3843,RAM,Dodge,0
Cust39397,RSX,Honda,1
Cust37671,MDX,Suburu,1
Cust37796,93,Saab,1
Cust22586,F150,Ford,0
Cust29507,Wrangler,Jeep,3
Cust5915,Silverado,Accura,1
Cust38846,92x,Saab,1
Cust38906,RAM,Honda,2
Cust28841,Pathfinder,Nissan,3
Cust36382,Wrangler,Audi,2
Cust12146,Forrestor,Suburu,1
Cust20526,Jetta,Volkswagen,1
Cust24642,Highlander,Toyota,3
Cust5065,Pathfinder,Honda,1
Cust6326,Fusion,Dodge,2
Cust20649,Camry,Toyota,2
Cust17873,Civic,Honda,0
Cust5640,M5,BMW,1
Cust10334,RAM,Dodge,0
Cust10465,93,Honda,1
Cust37414,Accord,Honda,1
Cust8582,Wrangler,Jeep,2
Cust37829,Forrestor,Suburu,0
Cust9119,Silverado,Jeep,0
Cust9155,A5,Audi,0
Cust10094,3 Series,Jeep,1
Cust25317,A3,Audi,0
Cust17807,CRV,BMW,3
Cust20084,95,Nissan,3
Cust17979,RAM,Ford,2
Cust8240,Highlander,Nissan,3
Cust24905,CRV,Honda,3
Cust20797,E400,Mercedes,0
Cust20072,M5,Accura,3
Cust32677,Accord,Honda,1
Cust5596,E400,Suburu,2
Cust5374,X6,BMW,0
Cust14889,Malibu,BMW,2
Cust12270,Jetta,Volkswagen,2
Cust19172,Jetta,Volkswagen,2
Cust23533,M5,Accura,2
Cust17314,MDX,Nissan,1
Cust12013,RAM,Audi,3
Cust15043,Grand Cherokee,Honda,2
Cust39091,Passat,Jeep,1
Cust12377,Camry,Toyota,1
Cust14313,Silverado,Saab,0
Cust20829,Corolla,Toyota,1
Cust16042,Silverado,Nissan,3
Cust33121,Accord,Honda,0
Cust15981,CRV,Chevrolet,3
Cust28219,Tahoe,Volkswagen,3
Cust22762,93,Saab,3
Cust1439,A5,Audi,1
Cust38844,92x,Suburu,2
Cust7612,Civic,Saab,0
Cust24006,92x,Volkswagen,2
Cust30196,Camry,Suburu,1
Cust28872,Malibu,Chevrolet,3
Cust27165,CRV,Audi,2
Cust31202,Malibu,Volkswagen,3
Cust24572,CRV,Volkswagen,1
Cust24538,Jetta,Volkswagen,2
Cust18208,RAM,Dodge,2
Cust4204,RAM,Dodge,2
Cust31052,Forrestor,Volkswagen,1
Cust38614,Maxima,Mercedes,0
Cust39083,A3,Audi,3
Cust37639,Pathfinder,Nissan,2
Cust22007,A3,Audi,0
Cust2657,CRV,Honda,0
Cust22454,C300,Dodge,2
Cust20591,Wrangler,Accura,1
Cust27810,3 Series,BMW,2
Cust35549,93,Saab,0
Cust34549,Escape,Volkswagen,2
Cust21204,F150,Suburu,1
Cust18280,RSX,Honda,2
Cust18128,Civic,Volkswagen,2
Cust15961,3 Series,BMW,2
Cust33477,Fusion,Saab,3
Cust11175,RAM,Dodge,2
Cust21083,F150,Ford,1
Cust1549,TL,Accura,2
Cust12610,Escape,Ford,0
Cust5559,Tahoe,Chevrolet,1
Cust18646,F150,BMW,1
Cust31188,Legacy,Suburu,2
Cust24708,RAM,Dodge,1
Cust27526,A3,Suburu,1
Cust35312,95,Saab,1
Cust39463,Jetta,Volkswagen,2
Cust34801,Malibu,Chevrolet,2
Cust16454,95,BMW,0
Cust34264,Pathfinder,Nissan,1
Cust19389,Ultima,Nissan,1
Cust38310,A5,Saab,0
Cust38220,Pathfinder,Nissan,1
Cust19685,RAM,Dodge,1
Cust9047,Maxima,Saab,3
Cust26489,Legacy,Ford,2
Cust6204,M5,Suburu,0
Cust3265,95,Saab,0
Cust22918,Impreza,Suburu,3
Cust16449,3 Series,Accura,0
Cust24008,Jetta,Volkswagen,2
Cust34629,ML350,Mercedes,2
Cust16446,Ultima,Nissan,1
Cust15745,93,Saab,0
Cust27309,A3,Audi,1
Cust38676,92x,Saab,3
Cust2391,ML350,Ford,2
Cust20765,Camry,BMW,2
Cust5547,ML350,Mercedes,0
Cust37247,Neon,Dodge,3
Cust31330,Tahoe,Nissan,0
Cust23118,X6,BMW,0
Cust33605,Escape,Ford,2
Cust4946,Passat,Volkswagen,0
Cust14340,Jetta,Mercedes,2
Cust16458,Highlander,Toyota,2
Cust21324,MDX,Suburu,1
Cust11138,Malibu,Chevrolet,3
Cust11895,A5,Audi,1
Cust15731,Passat,Volkswagen,1
Cust6589,Highlander,Audi,3
Cust21931,Passat,Volkswagen,3
Cust4451,Camry,BMW,2
Cust22680,Fusion,Ford,2
Cust5237,CRV,Honda,0
Cust18200,A3,Audi,0
Cust25220,A5,Audi,1
Cust28597,Forrestor,Audi,2
Cust22197,A3,,2
Cust24693,Tahoe,Chevrolet,0
Cust30203,Corolla,Toyota,0
Cust38489,Impreza,Suburu,2
Cust18256,Camry,Toyota,1
Cust15865,Jetta,Toyota,2
Cust22472,RAM,Dodge,3
Cust25047,E400,Mercedes,1
Cust12277,Pathfinder,Ford,2
Cust32655,Pathfinder,Nissan,3
Cust11561,Tahoe,Chevrolet,0
Cust28715,Jetta,Volkswagen,0
Cust7670,Malibu,Audi,2
Cust6345,M5,BMW,0
Cust8547,Pathfinder,Nissan,2
Cust38410,Corolla,Toyota,2
Cust15801,Pathfinder,Nissan,2
Cust1342,3 Series,BMW,0
Cust27799,E400,Mercedes,1
Cust26351,X5,BMW,3
Cust23523,Malibu,Chevrolet,1
Cust31769,A3,Jeep,1
Cust23676,TL,Accura,0
Cust15114,93,Saab,3
Cust18338,A3,Audi,2
Cust5627,M5,BMW,2
Cust15548,Tahoe,Chevrolet,0
Cust17553,Legacy,Suburu,2
Cust14820,Tahoe,Accura,2
Cust11832,X5,BMW,0
Cust21395,Civic,Honda,2
Cust5527,Legacy,Suburu,2
Cust1923,Ultima,Nissan,0
Cust7124,93,Saab,0
Cust11660,93,Saab,2
Cust3525,Forrestor,Ford,0
Cust1511,A3,Audi,3
Cust20086,Malibu,Chevrolet,1
Cust14584,Neon,Dodge,3
Cust33977,92x,Nissan,3
Cust6420,Tahoe,BMW,3
Cust3306,RAM,Mercedes,3
Cust39200,A5,Chevrolet,2
Cust9862,Malibu,Chevrolet,1
Cust28293,Impreza,Saab,0
Cust8927,Neon,Dodge,0
Cust35819,Passat,Volkswagen,2
Cust28107,Escape,Nissan,1
Cust37708,Fusion,Ford,1
Cust35667,Malibu,Chevrolet,1
Cust15645,Jetta,Ford,2
Cust18698,Forrestor,Suburu,2
Cust30053,ML350,Mercedes,1
Cust22479,F150,Ford,3
Cust37811,Impreza,Suburu,0
Cust15383,Impreza,Suburu,0
Cust15448,Escape,Ford,2
Cust3894,X6,Toyota,1
Cust9670,MDX,Accura,0
Cust13434,A3,Toyota,3
Cust26314,Malibu,Chevrolet,1
Cust30536,Corolla,Toyota,3
Cust19393,E400,Chevrolet,2
Cust29469,TL,Ford,3
Cust2242,Impreza,Honda,0
Cust17026,ML350,Accura,2
Cust8290,CRV,Audi,2
Cust3100,Wrangler,Jeep,2
Cust4107,A5,Audi,2
Cust14200,X6,Nissan,2
Cust32792,A3,Honda,2
Cust6737,Jetta,Volkswagen,1
Cust21235,Ultima,Nissan,0
Cust21462,CRV,Honda,1
Cust20796,Wrangler,Jeep,0
Cust34418,RAM,Toyota,1
Cust15910,Grand Cherokee,Jeep,1
Cust10712,MDX,Accura,2
Cust20096,Escape,Ford,2
Cust19102,92x,Saab,2
Cust4049,Civic,Dodge,1
Cust35655,Neon,Dodge,3
Cust13726,F150,Ford,3
Cust7743,F150,Honda,1
Cust18355,95,Saab,2
Cust28019,CRV,Toyota,1
Cust11223,Ultima,Nissan,0
Cust1334,Legacy,Suburu,0
Cust37687,Wrangler,Audi,3
Cust29569,E400,Mercedes,2
Cust29660,Wrangler,Jeep,3
Cust8932,3 Series,Chevrolet,3
Cust33234,Malibu,Accura,0
Cust33460,Legacy,Suburu,2
Cust31825,Silverado,Chevrolet,1
Cust33239,MDX,Accura,2
Cust9231,Malibu,Volkswagen,2
Cust18424,ML350,Chevrolet,0
Cust20459,92x,Chevrolet,1
Cust24913,Escape,Ford,1
Cust5792,Jetta,Volkswagen,2
Cust17169,93,BMW,3
Cust9741,TL,Accura,1
Cust37282,93,Saab,1
Cust22966,95,Dodge,0
Cust34043,Legacy,Suburu,2
Cust22615,A3,Audi,1
Cust32793,Legacy,Audi,2
Cust24186,Maxima,Ford,2
Cust14802,RAM,Dodge,0
Cust21063,Jetta,Chevrolet,0
Cust17457,Camry,Toyota,1
Cust3432,A5,Mercedes,3
Cust32371,A3,Audi,2
Cust17028,RAM,Audi,3
Cust17435,Forrestor,Suburu,0
Cust27701,CRV,Audi,3
Cust4667,Escape,Ford,3
Cust23457,RSX,Accura,3
Cust27455,RSX,Accura,1
Cust15315,Tahoe,Saab,0
Cust32563,A3,Saab,1
Cust27668,X5,BMW,2
Cust4282,Neon,Dodge,1
Cust36496,Legacy,Suburu,1
Cust33323,Fusion,Ford,3
Cust30806,Highlander,Toyota,2
Cust29681,Escape,Ford,1
Cust28492,Jetta,Mercedes,2
Cust14774,CRV,Toyota,3
Cust16606,95,Chevrolet,2
Cust17516,Highlander,Saab,2
Cust18527,Fusion,Ford,2
Cust30635,Accord,Jeep,1
Cust32887,Neon,Ford,2
Cust14327,F150,Saab,0
Cust12988,Pathfinder,Nissan,1
Cust35613,Pathfinder,Nissan,2
Cust39302,Malibu,Chevrolet,0
Cust28869,Grand Cherokee,Jeep,1
Cust14449,A3,Nissan,2
Cust30225,Camry,Nissan,3
Cust10433,Neon,Ford,1
Cust17658,Highlander,Toyota,0
Cust6359,Fusion,Ford,2
Cust38219,Pathfinder,Nissan,1
Cust16008,Passat,Volkswagen,0
Cust35723,E400,Suburu,1
Cust24736,92x,Saab,2
Cust17811,Grand Cherokee,Suburu,1
Cust6163,Legacy,BMW,1
Cust4600,Highlander,Toyota,3
Cust23469,Tahoe,Chevrolet,3
Cust12767,Corolla,Toyota,0
Cust9356,TL,Accura,3
Cust22435,Impreza,Ford,3
Cust19037,Forrestor,Suburu,2
Cust26487,RAM,Dodge,2
Cust7338,A3,Toyota,3
Cust31049,Forrestor,Volkswagen,2
Cust27294,Legacy,Suburu,0
Cust12312,Fusion,Ford,2
Cust19978,TL,Volkswagen,3
Cust28809,Neon,Saab,0
Cust15992,X5,BMW,3
Cust33967,C300,Mercedes,3
Cust22867,X6,BMW,1
Cust32610,Wrangler,Jeep,0
Cust29895,Pathfinder,Nissan,3
Cust13456,Jetta,Nissan,1
Cust18575,Passat,Saab,0
Cust36954,MDX,Nissan,1
Cust12671,Camry,Ford,1
Cust24309,Passat,Volkswagen,1
Cust13976,C300,Ford,3
Cust14236,A5,Audi,2
Cust16525,A3,Nissan,0
Cust13609,92x,Saab,2
Cust31840,Wrangler,Saab,1
Cust29878,E400,Mercedes,1
Cust36742,Jetta,Volkswagen,0
Cust8834,A3,Toyota,0
Cust11354,Ultima,Nissan,2
Cust12074,Highlander,Toyota,1
Cust31759,Impreza,Chevrolet,2
Cust3784,Wrangler,Suburu,1
Cust38713,Legacy,Suburu,2
Cust37368,92x,Saab,1
Cust26702,3 Series,BMW,3
Cust30297,Malibu,Chevrolet,3
Cust30186,MDX,Accura,1
Cust25347,Escape,Ford,2
Cust1223,Silverado,Chevrolet,0
Cust21283,Legacy,Dodge,1
Cust21213,Silverado,Suburu,2
Cust10257,Civic,Honda,0
Cust38146,RAM,Nissan,2
Cust17374,E400,Volkswagen,2
Cust37531,Civic,Honda,2
Cust3429,Highlander,Toyota,1
Cust22034,Civic,Honda,1
Cust13934,Legacy,Nissan,3
Cust28530,95,Saab,2
Cust5251,Impreza,Volkswagen,3
Cust8195,Fusion,Ford,3
Cust33289,Legacy,Suburu,1
Cust25527,Passat,Toyota,1
Cust5558,A5,Dodge,2
Cust38590,Wrangler,BMW,1
Cust20261,A3,Audi,1
Cust17470,Tahoe,Mercedes,0
Cust16364,F150,Ford,1
Cust3223,TL,Accura,2
Cust34897,3 Series,BMW,2
Cust27494,Ultima,Audi,3
Cust5581,Fusion,Ford,2
Cust27029,Wrangler,Volkswagen,1
Cust31021,92x,Nissan,1
Cust35842,Jetta,Volkswagen,1
Cust22549,CRV,Saab,0
Cust9953,X5,BMW,2
Cust2867,E400,Mercedes,2
Cust17819,Forrestor,Saab,1
Cust19783,A3,Audi,3
Cust34935,CRV,Suburu,1
Cust19120,X6,BMW,0
Cust24748,Neon,Audi,0
Cust11733,Legacy,Accura,3
Cust30560,Silverado,Chevrolet,2
Cust29297,93,Nissan,2
Cust16470,TL,Accura,1
Cust33491,ML350,Volkswagen,0
Cust29145,A5,Audi,0
Cust18620,93,Jeep,3
Cust18378,M5,Nissan,2
Cust5914,RAM,Dodge,0
Cust14935,Silverado,Mercedes,0
Cust18088,A5,Ford,2
Cust1567,Highlander,Toyota,2
Cust19743,Grand Cherokee,Ford,1
Cust18605,Passat,Volkswagen,0
Cust25135,X5,BMW,0
Cust20741,Jetta,Volkswagen,0
Cust16244,Grand Cherokee,Honda,2
Cust14294,E400,Audi,2
Cust2148,95,Chevrolet,0
Cust11907,RAM,Dodge,2
Cust7671,C300,Mercedes,2
Cust33533,M5,BMW,0
Cust34661,TL,Accura,2
Cust15231,Maxima,Volkswagen,1
Cust5724,Camry,Toyota,3
Cust13473,Camry,Nissan,2
Cust3673,Jetta,Nissan,2
Cust15605,A3,Nissan,1
Cust23914,Forrestor,Saab,0
Cust16759,Forrestor,Suburu,2
Cust11024,Corolla,Toyota,1
Cust24293,93,Saab,3
Cust3339,A3,Accura,0
Cust27359,Ultima,Audi,2
Cust6517,Highlander,Toyota,1
Cust37690,Neon,Dodge,0
Cust23130,Malibu,Chevrolet,0
Cust37730,TL,Accura,1
Cust20363,A5,Audi,2
Cust14098,RAM,Dodge,0
Cust8769,Wrangler,Jeep,1
Cust21191,A5,Audi,0
Cust34673,A5,Ford,1
Cust26466,RSX,Accura,1
Cust38549,Wrangler,Jeep,1
Cust31884,M5,BMW,1
Cust16156,A5,Audi,1
Cust18454,Passat,Mercedes,1
Cust23209,E400,Saab,1
Cust33953,Passat,Ford,1
Cust26864,Silverado,Nissan,3
Cust25573,Wrangler,Jeep,2
Cust35606,Impreza,Suburu,0
Cust29817,Fusion,Suburu,2
Cust38584,RSX,Honda,2
Cust22230,C300,Volkswagen,1
Cust27835,Silverado,Mercedes,0
Cust2873,Forrestor,Suburu,1
Cust11558,Fusion,Ford,1
Cust38222,Civic,Chevrolet,2
Cust20894,RAM,Suburu,3
Cust9450,Fusion,Ford,2
Cust6428,Neon,Dodge,0
Cust20026,Malibu,Chevrolet,3
Cust28855,Neon,Saab,2
Cust19977,Passat,Accura,2
Cust35333,Maxima,Ford,3
Cust21257,Wrangler,Jeep,1
Cust30802,ML350,Mercedes,0
Cust8159,Legacy,Suburu,2
Cust26318,Impreza,Chevrolet,3
Cust38118,Malibu,Chevrolet,0
Cust1542,E400,Mercedes,3
Cust4288,F150,Ford,1
Cust29873,Pathfinder,Nissan,2
Cust7360,93,Saab,3
Cust20283,Escape,Jeep,1
Cust1404,A5,Audi,1
Cust30136,Ultima,Nissan,0
Cust36467,Malibu,Toyota,3
Cust28976,92x,Saab,2
Cust9912,Silverado,Chevrolet,3
Cust12202,Neon,Saab,2
Cust23742,F150,Jeep,1
Cust31313,A3,Jeep,1
Cust13458,X5,BMW,3
Cust21282,Legacy,Suburu,2
Cust38901,CRV,Honda,1
Cust31669,ML350,Mercedes,1
Cust34110,Corolla,Toyota,3
Cust28770,Wrangler,Jeep,3
Cust13540,Forrestor,Suburu,1
Cust8523,Jetta,Volkswagen,3
Cust23440,MDX,Volkswagen,1
Cust18546,Tahoe,Saab,0
Cust5846,Jetta,Accura,1
Cust24491,M5,BMW,0
Cust11101,X5,BMW,3
Cust12584,Pathfinder,Volkswagen,1
Cust11571,Forrestor,Suburu,1
Cust7364,Jetta,Nissan,2
Cust12141,Passat,Accura,3
Cust11609,Fusion,Audi,3
Cust31509,Neon,Suburu,2
Cust12359,Jetta,Chevrolet,2
Cust5393,Forrestor,Chevrolet,2
Cust20746,X6,Dodge,0
Cust26117,Forrestor,Suburu,2
Cust15090,TL,Dodge,3
Cust21926,MDX,Accura,2
Cust19736,X6,BMW,0
Cust6789,Highlander,Toyota,1
Cust31967,93,Suburu,0
Cust4143,RAM,Chevrolet,1
Cust19857,MDX,Dodge,2
Cust15671,Neon,Suburu,2
Cust20425,MDX,Saab,2
Cust8957,Escape,Ford,1
Cust23546,F150,Ford,0
Cust24763,Passat,Audi,1
Cust35377,Maxima,Nissan,1
Cust24673,Ultima,Chevrolet,0
Cust35074,A5,Audi,2
Cust1319,Highlander,Toyota,2
Cust18144,A5,Volkswagen,3
Cust28734,Corolla,BMW,3
Cust15321,Pathfinder,Dodge,1
Cust30767,X5,Accura,1
Cust37908,Escape,Ford,0
Cust39460,Impreza,Suburu,2
Cust21217,MDX,Accura,1
Cust12900,X5,BMW,2
Cust22421,Silverado,Chevrolet,1
Cust28740,Jetta,Volkswagen,1
Cust13306,Wrangler,Suburu,1
Cust11816,RAM,Honda,0
Cust8613,Wrangler,Jeep,3
Cust14110,RSX,Accura,1
Cust28835,MDX,Nissan,3
Cust15499,Malibu,Chevrolet,0
Cust4681,Passat,Toyota,2
Cust16559,Corolla,Toyota,0
Cust1004,Tahoe,Chevrolet,3
Cust24238,Wrangler,Jeep,2
Cust2625,Tahoe,Audi,2
Cust23119,X6,BMW,0
Cust32112,CRV,Honda,2
Cust35533,Maxima,Nissan,2
Cust32054,95,Saab,3
Cust30323,Accord,Audi,1
Cust28837,Pathfinder,Nissan,2
Cust27604,Forrestor,Dodge,0
Cust15346,X5,BMW,1
Cust13300,Silverado,Dodge,2
Cust34951,Fusion,Chevrolet,1
Cust3989,Ultima,Suburu,1
Cust22027,Legacy,Audi,1
Cust29561,RSX,Accura,2
Cust21246,Camry,Toyota,1
Cust30853,Jetta,Volkswagen,1
Cust20999,Highlander,Saab,0
Cust13027,Civic,Mercedes,2
Cust21085,Fusion,Chevrolet,3
Cust7693,Passat,Audi,0
Cust6955,Fusion,Ford,3
Cust9415,Maxima,Audi,1
Cust23417,Neon,Accura,1
Cust1577,M5,BMW,3
Cust25836,3 Series,Saab,2
Cust25503,Neon,Dodge,0
Cust36378,A5,Audi,1
Cust6743,Legacy,Toyota,2
Cust17840,92x,Jeep,3
Cust38754,Passat,Saab,2
Cust6692,MDX,Accura,2
Cust8698,Camry,Ford,1
Cust37727,TL,Accura,1
Cust25832,CRV,Honda,3
Cust22842,A3,Audi,1
Cust8986,X5,BMW,1
Cust39274,MDX,Accura,1
Cust30097,Wrangler,Toyota,2
Cust4585,RAM,Dodge,1
Cust31538,Neon,Dodge,3
Cust23842,X5,BMW,1
Cust18560,E400,Mercedes,2
Cust33769,Legacy,Suburu,3
Cust4297,Neon,Dodge,0
Cust18314,Forrestor,Suburu,2
Cust8117,Grand Cherokee,Jeep,2
Cust10811,93,Saab,1
Cust8101,RAM,Dodge,3
Cust2344,Jetta,Volkswagen,2
Cust10873,Civic,Chevrolet,1
Cust11099,3 Series,BMW,1
Cust26329,Forrestor,Suburu,2
Cust7192,Legacy,Toyota,2
Cust33745,MDX,Accura,0
Cust9233,92x,Saab,0
Cust25064,Jetta,Saab,1
Cust37258,Highlander,Toyota,2
Cust19071,Malibu,Nissan,0
